chat_id,chat_name,authorId,full_name,text,createdAt
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f091f38-b0e4-6f22-9c5e-50ebf6510ebb,Андрей Ягуткин,"на квартирах то да, а на офисах и на стояках (точнее на подъеме вестибюля) R.",2025-11-17 15:40:55
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f091f38-b0e4-6f22-9c5e-50ebf6510ebb,Андрей Ягуткин,При этом картинка на разной стадии у всех. Поэтому и разнобой. Поэтому и предлагал ориентироваться на текущие семейства Библиотеки.,2025-11-17 15:39:54
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f04cb5a-c951-6bfe-8f47-04421acbfbde,Ольга Левачева,🙈,2025-11-17 15:38:51
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f04cb5a-c951-6bfe-8f47-04421acbfbde,Ольга Левачева,уже не хотели пока ниче менять обновлять и заново,2025-11-17 15:38:43
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f04cb5a-c951-6bfe-8f47-04421acbfbde,Ольга Левачева,я уже сама запуталась в конец,2025-11-17 15:38:28
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f08f8fb-b7e7-6abc-87c7-6cb3115313f8,Артем Микитюк,на квартрах у меня,2025-11-17 15:38:28
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f08f8fb-b7e7-6abc-87c7-6cb3115313f8,Артем Микитюк,R3 да,2025-11-17 15:38:15
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f091f38-b0e4-6f22-9c5e-50ebf6510ebb,Андрей Ягуткин,"в рамках Кортрос планировали на стояки и офисы делать R .
На квартиры R3.",2025-11-17 15:37:53
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f04cb5a-c951-6bfe-8f47-04421acbfbde,Ольга Левачева,R или R3,2025-11-17 15:37:40
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f08f8fb-b7e7-6abc-87c7-6cb3115313f8,Артем Микитюк,APT-R3,2025-11-17 15:37:22
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f04cb5a-c951-6bfe-8f47-04421acbfbde,Ольга Левачева,R bkbR,2025-11-17 15:37:09
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f08f8fb-b7e7-6abc-87c7-6cb3115313f8,Артем Микитюк,версия тока 1.0.2,2025-11-17 15:37:04
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f04cb5a-c951-6bfe-8f47-04421acbfbde,Ольга Левачева,они ...какие ?,2025-11-17 15:36:47
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f08f8fb-b7e7-6abc-87c7-6cb3115313f8,Артем Микитюк,стояке,2025-11-17 15:36:32
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f08f8fb-b7e7-6abc-87c7-6cb3115313f8,Артем Микитюк,да на одном тояке они стоят,2025-11-17 15:36:27
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f04cb5a-c951-6bfe-8f47-04421acbfbde,Ольга Левачева,ну вот я про это же,2025-11-17 15:36:16
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f091f38-b0e4-6f22-9c5e-50ebf6510ebb,Андрей Ягуткин,или R3 поставил?,2025-11-17 15:36:02
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f04cb5a-c951-6bfe-8f47-04421acbfbde,Ольга Левачева,ну так и говори,2025-11-17 15:33:16
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f08f8fb-b7e7-6abc-87c7-6cb3115313f8,Артем Микитюк,да,2025-11-17 15:33:10
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f04cb5a-c951-6bfe-8f47-04421acbfbde,Ольга Левачева,не поставил хочешь сказать,2025-11-17 15:32:57
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f08f8fb-b7e7-6abc-87c7-6cb3115313f8,Артем Микитюк,да я в 5 еще не обновил в процессе,2025-11-17 15:32:33
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f04cb5a-c951-6bfe-8f47-04421acbfbde,Ольга Левачева,Артем проверь - твоя секция,2025-11-17 15:32:01
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f091f38-b0e4-6f22-9c5e-50ebf6510ebb,Андрей Ягуткин,"Добрый день. 
Сводная табличка семейств между секциями Кортроса от Романа.
По счетчикам он планирует дообновлять в S2 и далее. Возможно и самим можно. 
По APT-R он сам обновил до последней текущей версии. 
Смущает, что в 5 секции их нет. Вероятно нужно уделить этому внимание.",2025-11-17 15:09:55
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f04cb5a-c951-6bfe-8f47-04421acbfbde,Ольга Левачева,ее тоже подгрузила .. не буду менять,2025-11-11 16:09:56
1f092c03-cf28-6d24-9ba8-5d19cbe5d824,Группа ОВ (822-823 кабинет),1f091f38-b0e4-6f22-9c5e-50ebf6510ebb,Андрей Ягуткин,у меня 3.1.2,2025-11-11 16:09:36
